Your Publication's Number|Title|Earliest Priority Date|Publication Date|Assignee(s)|Inventors|CPC Codes
US9456862_B2|Electrosurgical generator and system|2/19/2013|10/4/2016|COVIDIEN|"Sartor, Joe D. (Longmont);
Wham, Robert H. (Boulder);
Ward, Arlen K. (Thornton)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9532797_B2|Tissue-removing catheter including urging mechanism|12/12/2012|1/3/2017|COVIDIEN|Vreeman, Daniel J. (Otsego)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9549718_B2|Tissue-removing catheter for body lumen|12/12/2012|1/24/2017|COVIDIEN|"Schneider, Lucas (Champlin);
Ladd, Bryan (Minneapolis);
Fruland, Benjamin (Blaine)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9549755_B2|Cutter for tissue-removing catheter|12/12/2012|1/24/2017|COVIDIEN|"Schneider, Lucas (Champlin);
Fruland, Benjamin (Blaine)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9636138_B2|Tissue-removing catheter including force-transmitting member for actuating a cutter housing|12/12/2012|5/2/2017|COVIDIEN|Schneider, Lucas (Champlin)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9636139_B2|Tissue-removing catheter with ball and socket deployment mechanism|12/12/2012|5/2/2017|"COVIDIEN;
TYCO HEALTHCARE"|"Mcpeak, Thomas (Shakopee);
Fruland, Benjamin (Blaine);
Pedersen, John (Eden Prairie);
Petersen, Scott (Mansfield);
Van, Pelt Robert (Saint Paul)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US10143488_B2|Eccentric pass-thru cutter|12/12/2012|12/4/2018|COVIDIEN|"Schuman, Victoria (Minneapolis);
Rice, Alexander (Hutchinson)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20140180285_A1|Surgical Fasteners Including Nanomaterial Coating for Applying Pulsed Current|12/20/2012|6/26/2014|COVIDIEN|Thomason, Gregory R. (Arvada)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20140235983_A1|System and Method for Facilitating Observation of Monitored Physiologic Data|10/31/2008|8/21/2014|COVIDIEN|"Batchelder, Keith (New York);
Amundson, Scott (Oakland);
Brecht, Mark (Imperial Beach)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9439665_B2|Pediatric combination surgical device|12/20/2012|9/13/2016|COVIDIEN|"Marczyk, Stanislaw (Stratford);
Pribanic, Russell (Roxbury);
Switalski, Christopher (Suffield)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9526409_B2|Laparoscopic visualization system|9/18/2013|12/27/2016|COVIDIEN|"Gomez, Ricardo Alexander (Plantation);
Heck, Sandy Lawrence (Los Angeles);
Conley, Eric William (South Berwick)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9713491_B2|Method for manufacturing an electrode assembly configured for use with an electrosurigcal instrument|2/19/2013|7/25/2017|COVIDIEN|"Roy, Jeffrey M. (Boulder);
Brandt, Kim V. (Loveland)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION;
H05K: PRINTED CIRCUITS; CASINGS OR CONSTRUCTIONAL DETAILS OF ELECTRIC APPARATUS; MANUFACTURE OF ASSEMBLAGES OF ELECTRICAL COMPONENTS"
US9011317_B2|Gentle hemorrhoid treatment offering a substantially painless healing|4/26/2010|4/21/2015|"COVIDIEN;
HET SYSTEM"|"Piskun, Gregory (Morganville);
Shikhman, Oleg (Trumbull);
Gutelius, Patrick (Monroe)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9456863_B2|Surgical instrument with switch activation control|3/11/2013|10/4/2016|COVIDIEN|Moua, Tony (Broomfield)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US8905286_B2|Surgical instrument with double cartridge and anvil assemblies|7/11/2009|12/9/2014|"COVIDIEN;
TYCO HEALTHCARE"|Kostrzewski, Stanislaw (Newtown)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20140107443_A1|Optical hydrology arrays and system and method for monitoring water displacement during treatment of patient tissue|4/9/2010|4/17/2014|"COVIDIEN;
TYCO HEALTHCARE"|"Hoarau, Carine (Lafayette);
Podhajsky, Ronald J. (Boulder)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9113813_B2|Locatable catheter|4/8/2009|8/25/2015|COVIDIEN|"Greenburg, Benny (Hod Hasharon);
Averbuch, Dorian (Ramat Hasharon);
Zur, Oded (Kochav-Ya'ir Zur Yigal)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61M: DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY ; DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY ; DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR"
US20140207125_A1|Intelligent adapter assembly for use with an electromechanical surgical system|1/24/2013|7/24/2014|COVIDIEN|"Mccuen, David M. (Stratford);
Applegate, Robert (Wallingford)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20140209658_A1|Foam application to stapling device|1/25/2013|7/31/2014|COVIDIEN|"Racenet, Danyel (Killingworth);
Skalla, Walter (Old Lyme);
Bennett, Steven L. (Cheshire)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61L: METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION, STERILISATION, OR DEODORISATION OF AIR; CHEMICAL ASPECTS OF BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES; MATERIALS FOR BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES"
US9351733_B2|Surgical fastener applier|1/18/2013|5/31/2016|COVIDIEN|Fischvogt, Gregory (Hamden)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9445811_B2|Knife bar for surgical instrument|9/23/2008|9/20/2016|"COVIDIEN;
TYCO HEALTHCARE"|Farascioni, David (Bethel)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20140236143_A1|Electrosurgical electrodes|2/19/2013|8/21/2014|COVIDIEN|Ward, Arlen K. (Thornton)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9161766_B2|Methods and apparatus for flow restoration|2/22/2008|10/20/2015|"COVIDIEN;
TYCO HEALTHCARE"|"Mccarthy, Thomas (San Clemente);
Slee, Earl Howard (Laguna Niguel);
Wilder, Iii Thomas (Newport Beach);
Ashby, Mark Philip (Laguna Niguel)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61F: FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, e.g. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS;
A61M: DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY ; DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY ; DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR"
US10022148_B2|Two-shot molded optical obturator|12/27/2012|7/17/2018|COVIDIEN|"Fischvogt, Gregory (Denver);
Davis, Emily (Cheshire);
Berry, Danny (Cheshire);
Asido, Norvin (Southington)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
F04C: ROTARY-PISTON, OR OSCILLATING-PISTON, POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS ; ROTARY-PISTON, OR OSCILLATING-PISTON, POSITIVE-DISPLACEMENT PUMPS;
B29L: INDEXING SCHEME ASSOCIATED WITH SUBCLASS B29C, RELATING TO PARTICULAR ARTICLES;
B29C: SHAPING OR JOINING OF PLASTICS; SHAPING OF MATERIAL IN A PLASTIC STATE, NOT OTHERWISE PROVIDED FOR; AFTER-TREATMENT OF THE SHAPED PRODUCTS, e.g. REPAIRING;
B29K: INDEXING SCHEME ASSOCIATED WITH SUBCLASSES B29B, B29C OR B29D, RELATING TO MOULDING MATERIALS OR TO MATERIALS FOR ; MOULDS, ;  REINFORCEMENTS, FILLERS OR PREFORMED PARTS, e.g. INSERTS"
US9375275_B2|Tunable microwave ablation probe|2/26/2010|6/28/2016|COVIDIEN|"Lee, Anthony C. (San Francisco);
Bonn, Kenlyn S. (Lakewood)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9615825_B2|Release tool for an end effector of a surgical stapling apparatus|1/18/2013|4/11/2017|COVIDIEN|Viola, Frank J. (Sandy Hook)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9782187_B2|Adapter load button lockout|1/18/2013|10/10/2017|COVIDIEN|"Zergiebel, Earl M. (Guilford);
Subramanian, Anand (Stamford)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US10265090_B2|Hand held electromechanical surgical system including battery compartment diagnostic display|1/16/2013|4/23/2019|COVIDIEN|"Ingmanson, Michael D. (Stratford);
Valentine, Kelly (Newington);
Hufnagel, Elizabeth (Boulder)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
G06F: ELECTRIC DIGITAL DATA PROCESSING;
H01M: PROCESSES OR MEANS, e.g. BATTERIES, FOR THE DIRECT CONVERSION OF CHEMICAL ENERGY INTO ELECTRICAL ENERGY;
H02K: DYNAMO-ELECTRIC MACHINES"
US20140114350_A1|Wound closure device|10/8/2009|4/24/2014|"COVIDIEN;
TYCO HEALTHCARE"|"Banerjee, Saumya (Hamden);
Hodgkinson, Gerald (Guilford);
Bettuchi, Michael (Middletown);
Fischvogt, Gregory (Hamden);
Sargeant, Timothy (Guilford);
Desai, Arpan (Hamden);
Agawu, Atu (Princeton);
Stopek, Joshua (St. Louis Park)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61F: FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, e.g. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS;
A61L: METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION, STERILISATION, OR DEODORISATION OF AIR; CHEMICAL ASPECTS OF BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES; MATERIALS FOR BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES"
US9522041_B2|Current-fed push-pull converter with passive voltage clamp|6/25/2010|12/20/2016|COVIDIEN|Johnston, Mark A. (Boulder)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9750500_B2|Surgical clip applier|1/18/2013|9/5/2017|COVIDIEN|Malkowski, Jaroslaw T. (Trumbull)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9030304_B2|Ventilator-initiated prompt regarding auto-peep detection during ventilation of non-triggering patient|5/7/2010|5/12/2015|COVIDIEN|"Doyle, Peter R. (Vista);
Kimm, Gardner (Carlsbad);
Milne, Gary (Louisville);
Hensley, Kirk (Dublin)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61M: DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY ; DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY ; DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR;
G08B: SIGNALLING OR CALLING SYSTEMS; ORDER TELEGRAPHS; ALARM SYSTEMS"
US9519021_B2|Systems and methods for detecting abnormalities within a circuit of an electrosurgical generator|3/11/2013|12/13/2016|COVIDIEN|Gilbert, James A. (Boulder)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
G01R: MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES"
US9895186_B2|Systems and methods for detecting abnormalities within a circuit of an electrosurgical generator|3/11/2013|2/20/2018|COVIDIEN|Gilbert, James A. (Boulder)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
G01R: MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES"
US20140275779_A1|Flexible Shaft with Multiple Flexible Portions|3/12/2013|9/18/2014|COVIDIEN|Ma, Yong (Cheshire)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9010606_B2|Surgical stapling apparatus|3/31/2009|4/21/2015|COVIDIEN|"Olson, Lee (Wallingford);
Aranyi, Ernie (Easton);
Aranyi, Ernest (Easton);
Shah, Sachin (Milford);
Mozdzierz, Patrick (Rocky Hill);
Simpson, Richard (Hamden);
Gaddy, Anthony (Windsor);
Patrick, Mozdzierz (Rocky Hill);
Golebieski, Kevin (Prospect)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9936951_B2|Interchangeable tip reload|3/12/2013|4/10/2018|COVIDIEN|"Cabrera, Ramiro (Cheshire);
Krehel, Gregg (Newtown);
Whitfield, Kenneth (North Haven);
Cabrera, Ramiro (Chesire);
Iceman, Jason (Cheshire);
Hufnagel, Elizabeth (Boulder);
Carlson, Erik (Newington);
Iceman, Jason (Chesire)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20140276665_A1|Charging assemblies for maintaining sterility of surgical instrument batteries during charging|3/14/2013|9/18/2014|COVIDIEN|"Lopez, John T. (Boulder);
Schaning, Matthew (Cambridge)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
H02J: CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY"
US9259266_B2|Method and system for sterilizing an electrosurgical instrument|2/15/2008|2/16/2016|COVIDIEN|"Schmaltz, Dale F. (Fort Collins);
Guerra, Paul (Los Gatos);
Appel, Victor K. (Longmont)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9597426_B2|Hydrogel filled barbed suture|1/25/2013|3/21/2017|COVIDIEN|"Sargeant, Timothy (Guilford);
Ostapoff, Roland (East Haven)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61L: METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION, STERILISATION, OR DEODORISATION OF AIR; CHEMICAL ASPECTS OF BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES; MATERIALS FOR BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES"
US20140213849_A1|Method of viewing internal organs from different angles|1/25/2013|7/31/2014|COVIDIEN|Pandey, Ashwini K. (Wallingford)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9339240_B2|System and method of resolving outliers in NIRS cerebral oximetry|2/23/2010|5/17/2016|COVIDIEN|"Widman, Ronald A. (Macomb);
Anderson, Arik (Birmingham);
Gonopolskiy, Oleg (West Bloomfield)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9986971_B2|Ring laser for use with imaging probe as a safe margin indicator|1/18/2013|6/5/2018|COVIDIEN|Seow, Chi Min (New Haven)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US8827901_B2|Access assembly with translating lumens|12/20/2010|9/9/2014|COVIDIEN|"Bettuchi, Michael (Middletown);
Okoniewski, Greg (North Haven)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9636252_B2|Systems and devices for treatment of hypothermia and systems including garments adapted to controllably emit energy for warming wearer|2/25/2013|5/2/2017|COVIDIEN|Mcpherson, James W. (Boulder)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61F: FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, e.g. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS"
US9877775_B2|Electrosurgical instrument with a knife blade stop|3/12/2013|1/30/2018|COVIDIEN|Hart, Keir (Lafayette)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US10070916_B2|Surgical instrument with system and method for springing open jaw members|3/11/2013|9/11/2018|COVIDIEN|Artale, Ryan C. (Boulder)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9113937_B2|Surgical forceps|7/11/2011|8/25/2015|"COVIDIEN;
TYCO HEALTHCARE"|"Townsend, Jeffrey R. (Loveland);
Sims, Grant T. (Littleton);
Collings, Chase (Hayden)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US9555145_B2|System and method for biofilm remediation|3/13/2013|1/31/2017|COVIDIEN|"Sartor, Joe D. (Longmont);
Ward, Arlen K. (Thornton)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61L: METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION, STERILISATION, OR DEODORISATION OF AIR; CHEMICAL ASPECTS OF BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES; MATERIALS FOR BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES"
US20140235946_A1|Optical obturator visualization system|2/21/2013|8/21/2014|COVIDIEN|Smith, Robert C. (Middlefield)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20150313632_A1|Obturator with instrument retention|1/18/2013|11/5/2015|COVIDIEN|"Kleyman, Gennady (Brooklyn);
Okoniewski, Gregory (North Haven);
Fischvogt, Gregory (Denver)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61M: DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY ; DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY ; DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR"
US9504470_B2|Circular stapling device with buttress|2/25/2013|11/29/2016|COVIDIEN|Milliman, Keith L. (Bethel)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9585690_B2|Surgical access device including universal seal mechanism associated with bellows|2/21/2013|3/7/2017|COVIDIEN|Okoniewski, Gregory G. (North Haven)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9901372_B2|Surgical access device including gimbal mount cooperating with bellows attached to proximal wall of seal housing|2/21/2013|2/27/2018|COVIDIEN|Smith, Robert C. (Middlefield)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9168036_B2|Barbed sutures|5/31/2011|10/27/2015|COVIDIEN|"Marczyk, Stanislaw (Stratford);
Pribanic, Russell (Roxbury)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION;
B29C: SHAPING OR JOINING OF PLASTICS; SHAPING OF MATERIAL IN A PLASTIC STATE, NOT OTHERWISE PROVIDED FOR; AFTER-TREATMENT OF THE SHAPED PRODUCTS, e.g. REPAIRING"
US9320861_B2|Smoke vent for access port device|2/21/2013|4/26/2016|COVIDIEN|Fischvogt, Gregory (Hamden)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61M: DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY ; DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY ; DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR"
US9724093_B2|Surgical instrument and loading unit for use therewith|9/23/2008|8/8/2017|COVIDIEN|"Scirica, Paul A. (Huntington);
Farascioni, David (Bethel);
Racenet, Danyel (Middletown);
Kasvikis, Dino (Middletown);
Robbins, Michael (New Haven)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9724077_B2|Apparatus for endoscopic procedures|1/10/2008|8/8/2017|"COVIDIEN;
TYCO HEALTHCARE"|"Whitman, Michael P. (New Hope);
Malinouskas, Donald (Monroe);
Aranyi, Ernest (Easton);
Nicholas, David A. (Trumbull)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9706993_B2|Staple cartridge with shipping wedge|3/8/2013|7/18/2017|COVIDIEN|"Kostrzewski, Stanislaw (Newtown);
Aranyi, Ernest (Easton);
Hessler, Thomas (Bethel)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US9532826_B2|System and method for sinus surgery|3/6/2013|1/3/2017|COVIDIEN|Sartor, Joe D. (Longmont)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9993287_B2|System configured to provide controlled depth of hemostasis|3/13/2013|6/12/2018|COVIDIEN|"Sartor, Joe D. (Longmont);
Ward, Arlen K. (Thornton)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US8939344_B2|Surgical stapling apparatus|3/31/2009|1/27/2015|"COVIDIEN;
TYCO HEALTHCARE"|"Mozdzierz, Patrick (Glastonbury);
Olson, Lee Ann (Wallingford);
Aranyi, Ernest (Easton)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US9629628_B2|Surgical stapling apparatus|3/13/2013|4/25/2017|COVIDIEN|Aranyi, Ernest (Easton)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9314233_B2|Surgical access assembly with sleeve and adjustable fastener|3/30/2011|4/19/2016|COVIDIEN|Smith, Robert C. (Middletown)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9610080_B2|Staple line reinforcement for anvil and cartridge|10/15/2009|4/4/2017|COVIDIEN|"Whitfield, Kenneth H. (New Haven);
Gaddy, Anthony (Windsor);
Casasanta, Jr. Thomas (Kensington)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20140188162_A1|Local Biomechanical and/or Antimicrobial Ligation Device|8/18/2009|7/3/2014|"COVIDIEN;
TYCO HEALTHCARE"|"Heeps, Andrew (Kensington);
Wojculewicz, Jon (Bristol)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9198647_B2|Flexible access assembly|2/25/2013|12/1/2015|COVIDIEN|Kleyman, Gennady (Brooklyn)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61M: DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY ; DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY ; DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR"
US9265570_B2|Electrosurgical tissue sealer and cutter|4/24/2009|2/23/2016|"COVIDIEN;
TYCO HEALTHCARE"|Heard, David N. (Boulder)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9351643_B2|Systems and methods for optical measurement for in-situ surgical applications|3/12/2013|5/31/2016|COVIDIEN|Sharonov, Alexey (Bethany)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
G01B: MEASURING LENGTH, THICKNESS OR SIMILAR LINEAR DIMENSIONS; MEASURING ANGLES; MEASURING AREAS; MEASURING IRREGULARITIES OF SURFACES OR CONTOURS"
US9592109_B2|Hernia mesh placement system and method for in-situ surgical applications|3/12/2013|3/14/2017|COVIDIEN|Sharonov, Alexey (Bethany)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61F: FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, e.g. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS"
US10058343_B2|Systems for performing endoscopic procedures|3/14/2013|8/28/2018|COVIDIEN|Malkowski, Jaroslaw T. (Trumbull)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9192441_B2|Energy-delivery device including ultrasound transducer array and phased antenna array, and methods of adjusting an ablation field radiating into tissue using same|2/17/2011|11/24/2015|COVIDIEN|Brannan, Joseph D. (Erie)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9504516_B2|Gain compensation for a full bridge inverter|5/31/2013|11/29/2016|COVIDIEN|"Waskiewicz, Alexander M. (Boulder);
Mattmiller, Aaron (Longmont);
Tonn, Donald (Superior)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US8851355_B2|Apparatus for endoscopic procedures|10/25/2011|10/7/2014|"COVIDIEN;
TYCO HEALTHCARE"|"Racenet, David (Killingworth);
Aranyi, Ernest (Easton);
Bronson, Dwight (Cheshire)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20140353188_A1|Transportation integrity device for medical instruments|6/4/2013|12/4/2014|COVIDIEN|"Reschke, Arlen J. (Longmont);
Ricke, Anthony D. (Boulder)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
B65D: CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES"
US9717498_B2|Surgical stapling apparatus|3/13/2013|8/1/2017|COVIDIEN|"Aranyi, Ernest (Easton);
Slisz, Kevin Robert (Old Saybrook)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20140276717_A1|Bipolar gas plasma coagulation nozzle|3/15/2013|9/18/2014|COVIDIEN|"Sartor, Joe D. (Longmont);
Wan, Logan C. (Louisville)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20140275994_A1|Real time image guidance system|3/15/2013|9/18/2014|COVIDIEN|"Durvasula, Ravi (Cheshire);
Liu, Haiying (Winchester)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9301827_B2|Embolic implant and method of use|6/3/2011|4/5/2016|COVIDIEN|"Lenker, Jay A. (Laguna Beach);
Barker, Peter (Irvine);
Castaneda, Maricruz (Irvine);
Strauss, Brian M. (Irvine);
Valko, Jeffrey J. (Irvine);
Pecor, Robert A. (Irvine)"|"A61F: FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, e.g. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS;
A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61L: METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION, STERILISATION, OR DEODORISATION OF AIR; CHEMICAL ASPECTS OF BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES; MATERIALS FOR BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES"
